Date,Open,High,Low,Close,Adj Close,Volume,Change Percent,Temp Change Percent,Temp std derivation,Low Bound, High Bound,Fat change,Basic changes, Bottom,Top, Fat Position Change, Basic Position Change, Basic Change Price, Position, Offset, Cash,trading profit,Balance, fat_position, fat_cash, fat_balance
08/16/1994,14.8125,14.9375,14.75,14.875,9.73083,7200,0.00847534,0.00847534,0.00942735,-0.00989872, 0.00942735,0,0.00847534, 7.96564,10.5282, 0, -8.43963, 9.68985, 78.7608, 0, 155.61,0.430593,922.018, 322.662, -2601.44, 538.327
08/17/1994,14.875,15,14.8125,14.875,9.73083,10400,0,0,0.00941242,-0.00988304, 0.00941242,0,0, 7.96892,10.5282, 0, 0, 9.73083, 78.7608, 0, 156.041,0.431045,922.449, 322.662, -2601.44, 538.327
08/18/1994,14.9375,14.9375,14.75,14.875,9.73083,25400,0,0,0.00941536,-0.00988613, 0.00941536,0,0, 7.96827,10.5282, 0, 0, 9.73083, 78.7608, 0, 156.472,0.431314,922.88, 322.662, -2601.44, 538.327
08/19/1994,14.75,14.875,14.75,14.875,9.73083,32600,0,0,0.00861675,-0.00904759, 0.00861675,0,0, 8.14699,10.5282, 0, 0, 9.73083, 78.7608, 0, 156.833,0.361249,923.242, 322.662, -2601.44, 538.327
08/22/1994,14.9375,14.9375,14.8125,14.8125,9.68994,74000,-0.00420211,-0.00420211,0.00723168,-0.00759327, 0.00723168,0,-0.00420211, 8.47153,10.5282, 0, 4.21096, 9.71036, 82.9718, 0, 116.197,0.253912,920.189, 322.662, -2601.44, 525.133
08/23/1994,14.875,14.9375,14.8125,14.875,9.73083,28400,0.00421984,0.00421984,0.00707968,-0.00743367, 0.00707968,0,0.00421984, 8.50832,10.5282, 0, -4.21096, 9.71036, 78.7608, 0, 157.331,0.243351,923.739, 322.662, -2601.44, 538.327
08/24/1994,14.875,14.9375,14.8125,14.8125,9.68994,60800,-0.00420211,-0.00420211,0.00594043,-0.00623746, 0.00594043,0,-0.00420211, 8.79187,10.5282, 0, 4.21096, 9.71036, 82.9718, 0, 116.612,0.171333,920.604, 322.662, -2601.44, 525.133
08/25/1994,14.8125,14.8125,14.6875,14.6875,9.60816,27000,-0.00843906,-0.00843906,0.00548337,-0.00575754, 0.00548337,-0.00269705,-0.00575754, 8.88559,10.4998, -2.70069, 5.77418, 9.662, 88.746, 0, 60.9209,0.0989185,913.607, 319.961, -2575.49, 498.748
08/26/1994,14.6875,14.75,14.625,14.75,9.68532,21400,0.00803046,0.00803046,0.00572539,-0.00601166, 0.00572539,0.00229195,0.00572539, 8.84334,10.5239, 2.28933, -5.70906, 9.63563, 83.0369, 0, 116.044,0.112781,920.283, 322.25, -2597.66, 523.436
08/29/1994,14.625,14.8125,14.625,14.75,9.68532,19000,0,0,0.00589603,-0.00619083, 0.00589603,0,0, 8.79959,10.5239, 0, 0, 9.68532, 83.0369, 0, 116.212,0.168346,920.452, 322.25, -2597.66, 523.436
08/30/1994,14.625,14.75,14.625,14.75,9.68532,10400,0,0,0.00563927,-0.00592123, 0.00563927,0,0, 8.86555,10.5239, 0, 0, 9.68532, 83.0369, 0, 116.366,0.154003,920.606, 322.25, -2597.66, 523.436
08/31/1994,14.75,14.75,14.625,14.6875,9.64428,13000,-0.00423744,-0.00423744,0.00560256,-0.00588269, 0.00560256,0,-0.00423744, 8.87504,10.5239, 0, 4.24645, 9.66478, 87.2834, 0, 75.4771,0.151682,917.262, 322.25, -2597.66, 510.21
09/01/1994,14.6875,14.6875,13.6875,13.6875,8.98765,88600,-0.0680848,-0.0168077,0.00560032,-0.00588034, 0.00560032,-0.0625724,-0.00588034, 8.32025,9.86539, -64.6158, 5.89769, 9.61588, 93.1811, 0, 18.7785,0.0129538,856.257, 257.635, -2016.92, 298.611
09/02/1994,13.875,14.25,13.875,14.0625,9.23388,134200,0.0273968,0.016801,0.00640188,-0.00672197, 0.00640188,0.0208614,0.00640188, 8.29874,10.0712, 20.6468, -6.38147, 9.01637, 86.7996, 0, 76.3596,0.0433856,877.857, 278.281, -2207.57, 362.049
09/06/1994,14.1875,14.375,14.0625,14.375,9.43908,166800,0.0222225,0.0192056,0.00703937,-0.00739134, 0.00703937,0.015077,0.00703937, 8.2712,10.223, 14.9645, -7.01471, 9.26633, 79.7849, 0, 141.433,0.0730744,894.53, 293.246, -2348.82, 419.153
09/07/1994,14.25,14.375,14.125,14.375,9.43908,7600,0,0,0.00780417,-0.00819438, 0.00780417,0,0, 8.09346,10.223, 0, 0, 9.43908, 79.7849, 0, 141.721,0.287444,894.817, 293.246, -2348.82, 419.153
09/08/1994,14.375,14.375,14.125,14.25,9.357,15200,-0.00869576,-0.00869576,0.00780417,-0.00819438, 0.00780417,-0.00050552,-0.00819438, 8.08937,10.2179, -0.505648, 8.22814, 9.40033, 88.013, 0, 64.6432,0.26963,888.181, 292.74, -2344.09, 395.083
09/09/1994,14.25,14.25,14.0625,14.125,9.27492,179400,-0.00877193,-0.00877193,0.00801477,-0.0084155, 0.00801477,-0.000359453,-0.0084155, 8.03857,10.2142, -0.359517, 8.45111, 9.31755, 96.4641, 0, -13.8135,0.287004,880.884, 292.381, -2340.75, 371.055
09/12/1994,14.0625,14.1875,14.0625,14.1875,9.31597,13200,0.00442516,0.00442516,0.00821243,-0.00862305, 0.00821243,0,0.00442516, 7.994,10.2142, 0, -4.41539, 9.29542, 92.0487, 0, 27.5429,0.31346,885.066, 292.381, -2340.75, 383.055
09/13/1994,14.25,14.3125,14.125,14.3125,9.39804,12000,0.00881003,0.00881003,0.00823782,-0.00864972, 0.00823782,0.000567535,0.00823782, 7.99284,10.22, 0.567374, -8.20408, 9.35426, 83.8447, 0, 104.583,0.296941,892.559, 292.948, -2346.09, 407.052
09/14/1994,14.25,14.375,14.25,14.375,9.43908,26800,0.00436708,0.00436708,0.00836012,-0.00877813, 0.00836012,0,0.00436708, 7.96546,10.22, 0, -4.35757, 9.41854, 79.4871, 0, 145.954,0.329139,896.239, 292.948, -2346.09, 419.075
09/15/1994,14.4375,14.5,14.4375,14.5,9.52116,18000,0.00869555,0.00869555,0.00836061,-0.00877864, 0.00836061,0.000332157,0.00836061, 7.968,10.2234, 0.332102, -8.32586, 9.47846, 71.1612, 0, 225.189,0.318613,902.727, 293.28, -2349.25, 443.12
09/16/1994,14.5,14.5,14.1875,14.1875,9.31597,31200,-0.0215514,-0.0215514,0.00840147,-0.00882155, 0.00840147,-0.0128431,-0.00882155, 7.85666,10.0921, -12.9263, 8.86069, 9.47907, 80.0219, 0, 141.334,0.13622,886.816, 280.354, -2228.83, 382.941
09/19/1994,14.1875,14.1875,14,14.0625,9.23388,54000,-0.00881111,-0.00881111,0.00938733,-0.00985669, 0.00938733,0,-0.00881111, 7.6441,10.0921, 0, 8.85016, 9.27484, 88.8721, 0, 59.659,0.408658,880.293, 280.354, -2228.83, 359.928
09/20/1994,13.9375,14,13.875,14,9.19285,46000,-0.00444407,-0.00444407,0.00942488,-0.00989612, 0.00942488,0,-0.00444407, 7.63618,10.0921, 0, 4.45397, 9.21334, 93.326, 0, 19.0323,0.409203,876.964, 280.354, -2228.83, 348.423
09/21/1994,14,14,13.75,13.75,9.02869,76200,-0.0178573,-0.0178573,0.00942942,-0.00990089, 0.00942942,-0.00803593,-0.00990089, 7.57386,10.011, -8.06839, 9.95023, 9.14723, 103.276, 0, -71.7603,0.22447,860.689, 272.286, -2155.98, 302.401
09/22/1994,13.875,13.875,13.625,13.625,8.94661,222000,-0.00909113,-0.00909113,0.00997167,-0.0104703, 0.00997167,0,-0.00909113, 7.46171,10.011, 0, 9.13271, 8.98755, 112.409, 0, -153.394,0.446835,852.285, 272.286, -2155.98, 280.051
09/23/1994,13.75,13.75,13.375,13.4375,8.82349,65800,-0.0137613,-0.0137613,0.00983985,-0.0103318, 0.00983985,-0.00346526,-0.0103318, 7.46279,9.9763, -3.47128, 10.3856, 8.90027, 122.795, 0, -245.506,0.322656,837.971, 268.814, -2125.35, 246.528
09/26/1994,13.5,13.5,13.125,13.1875,8.65933,100800,-0.0186045,-0.0186045,0.0101293,-0.0106357, 0.0101293,-0.00805446,-0.0106357, 7.3442,9.89595, -8.08707, 10.6927, 8.77644, 133.487, 0, -339.094,0.256212,816.817, 260.727, -2055.32, 202.401
09/27/1994,13.125,13.1875,12.9375,12.9375,8.49517,20800,-0.0189577,-0.0189577,0.0100145,-0.0105152, 0.0100145,-0.00853222,-0.0105152, 7.30446,9.81151, -8.56883, 10.5709, 8.61369, 144.058, 0, -429.909,0.238449,793.889, 252.158, -1982.53, 159.599
09/28/1994,12.9375,13.1875,12.875,13.125,8.61829,27800,0.0144927,0.0144927,0.0104582,-0.0109811, 0.0104582,0.00399277,0.0104582, 7.24529,9.85069, 3.98482, -10.4039, 8.53948, 133.654, 0, -340.728,0.337966,811.144, 256.143, -2016.87, 190.645
09/29/1994,13,13.3125,13,13.3125,8.74141,20400,0.0142861,0.0142861,0.0107368,-0.0112736, 0.0107368,0.00351162,0.0107368, 7.21588,9.88528, 3.50547, -10.6796, 8.66443, 122.975, 0, -247.819,0.37633,827.154, 259.649, -2047.51, 222.181
09/30/1994,13.3125,13.3125,13,13,8.53622,133800,-0.0234739,-0.0234739,0.0111664,-0.0117248, 0.0111664,-0.0118885,-0.0117248, 7.04772,9.76776, -11.9598, 11.794, 8.69002, 134.769, 0, -350.04,0.269009,800.375, 247.689, -1945.42, 168.903
10/03/1994,13,13.1875,12.9375,13.1875,8.65933,404200,0.0144228,0.0144228,0.0118129,-0.0124035, 0.0118129,0.00257945,0.0118129, 6.94431,9.79295, 2.57613, -11.7436, 8.58649, 123.025, 0, -248.712,0.491723,816.603, 250.265, -1967.73, 199.397
10/04/1994,13.125,13.25,13.0625,13.0625,8.57725,112400,-0.00947902,-0.00947902,0.0122235,-0.0128347, 0.0122235,0,-0.00947902, 6.86869,9.79295, 0, 9.52423, 8.6182, 132.549, 0, -330.15,0.643841,806.759, 250.265, -1967.73, 178.855
10/05/1994,13.125,13.125,13,13,8.53622,91200,-0.00478405,-0.00478405,0.0122871,-0.0129014, 0.0122871,0,-0.00478405, 6.8571,9.79295, 0, 4.79553, 8.55671, 137.345, 0, -370.538,0.645913,801.868, 250.265, -1967.73, 168.586
10/06/1994,13.125,13.125,13,13.0625,8.57725,7200,0.00480705,0.00480705,0.0122233,-0.0128345, 0.0122233,0,0.00480705, 6.86872,9.79295, 0, -4.79553, 8.55671, 132.549, 0, -328.865,0.63923,808.044, 250.265, -1967.73, 178.855
10/07/1994,13,13.0625,13,13.0625,8.57725,18000,0,0,0.0123019,-0.012917, 0.0123019,0,0, 6.8544,9.79295, 0, 0, 8.57725, 132.549, 0, -328.216,0.649025,808.693, 250.265, -1967.73, 178.855
10/10/1994,13.125,13.6875,13.0625,13.6875,8.98765,253600,0.0478474,0.0369057,0.0122613,-0.0128744, 0.0122613,0.035155,0.0122613, 7.10302,10.1372, 34.5512, -12.1867, 8.62968, 120.363, 0, -222.88,0.167744,858.897, 284.816, -2278.26, 281.564
10/11/1994,13.6875,13.875,13.6875,13.75,9.02869,12800,0.00456604,0.00456604,0.0141009,-0.014806, 0.0141009,0,0.00456604, 6.76809,10.1372, 0, -4.55565, 9.00815, 115.807, 0, -180.947,0.895571,864.638, 284.816, -2278.26, 293.252
10/12/1994,13.75,14.625,13.75,14.5,9.52116,63600,0.0545453,0.0423028,0.0141412,-0.0148482, 0.0141412,0.0398408,0.0141412, 7.03039,10.5411, 39.0676, -14.0421, 9.0923, 101.765, 0, -53.0335,0.238151,915.886, 323.884, -2650.23, 433.516
10/13/1994,14.5625,14.9375,14.5625,14.8125,9.72636,107000,0.0215519,0.0215519,0.0162257,-0.017037, 0.0162257,0.00524111,0.0162257, 6.7002,10.5963, 5.22742, -16.0955, 9.5981, 85.6693, 0, 102.408,0.954993,935.658, 329.111, -2701.08, 499.977
10/14/1994,14.8125,14.8125,14.5,14.5,9.52116,88400,-0.0210972,-0.0210972,0.0166621,-0.0174952, 0.0166621,-0.00366614,-0.0174952, 6.6027,10.5575, -3.67287, 17.6501, 9.6409, 103.319, 0, -66.6483,1.10643,917.072, 325.438, -2666.11, 432.443
10/17/1994,14.5,14.6875,14.4375,14.6875,9.64428,43400,0.012931,0.012931,0.0168378,-0.0176797, 0.0168378,0,0.012931, 6.57366,10.5575, 0, -12.8481, 9.58252, 90.4713, 0, 57.8273,1.35838,930.358, 325.438, -2666.11, 472.511
10/18/1994,14.75,14.75,14.5,14.75,9.68532,39200,0.00425548,0.00425548,0.0167261,-0.0175624, 0.0167261,0,0.00425548, 6.59211,10.5575, 0, -4.24645, 9.66478, 86.2248, 0, 100.22,1.35191,935.335, 325.438, -2666.11, 485.867
10/19/1994,14.6875,14.75,14.6875,14.75,9.68532,3400,0,0,0.0163762,-0.017195, 0.0163762,0,0, 6.65036,10.5575, 0, 0, 9.68532, 86.2248, 0, 101.519,1.2987,936.634, 325.438, -2666.11, 485.867
10/20/1994,14.6875,14.6875,14.5,14.5,9.52116,38600,-0.0169493,-0.0169493,0.0163762,-0.017195, 0.0163762,0,-0.0169493, 6.65036,10.5575, 0, 17.0945, 9.60289, 103.319, 0, -61.3505,1.28765,922.37, 325.438, -2666.11, 432.443
10/21/1994,14.4375,14.625,14.4375,14.5625,9.5622,55800,0.0043104,0.0043104,0.0165994,-0.0174294, 0.0165994,0,0.0043104, 6.6131,10.5575, 0, -4.30114, 9.54166, 99.0182, 0, -18.996,1.31456,927.836, 325.438, -2666.11, 445.799
10/24/1994,14.5,14.5625,14.5,14.5625,9.5622,26200,0,0,0.0165335,-0.0173601, 0.0165335,0,0, 6.62408,10.5575, 0, 0, 9.5622, 99.0182, 0, -17.689,1.30694,929.143, 325.438, -2666.11, 445.799
10/25/1994,14.5,14.5,14.4375,14.5,9.52116,28000,-0.0042919,-0.0042919,0.0165161,-0.0173419, 0.0165161,0,-0.0042919, 6.62696,10.5575, 0, 4.30114, 9.54166, 103.319, 0, -57.4276,1.3014,926.293, 325.438, -2666.11, 432.443
10/26/1994,14.875,14.9375,14.875,14.875,9.7674,52200,0.0258621,0.0258621,0.0164554,-0.0172782, 0.0164554,0.00925439,0.0164554, 6.69852,10.6552, 9.21183, -16.3215, 9.59918, 86.9979, 0, 100.077,0.831823,949.82, 334.65, -2756.08, 512.578
10/27/1994,15,15.25,15,15.1875,9.9726,141200,0.0210087,0.0210087,0.0171148,-0.0179705, 0.0171148,0.00382838,0.0171148, 6.61393,10.696, 3.82107, -16.97, 9.85063, 70.0279, 0, 268.421,1.17898,966.781, 338.471, -2794.19, 581.249
10/28/1994,15.25,15.25,15,15,9.84947,349400,-0.0123464,-0.0123464,0.0174612,-0.0183343, 0.0174612,0,-0.0123464, 6.5571,10.696, 0, 12.4233, 9.91084, 82.4512, 0, 146.806,1.51088,958.907, 338.471, -2794.19, 539.574
10/31/1994,15.0625,15.0625,14.875,14.875,9.7674,210200,-0.00833283,-0.00833283,0.0171299,-0.0179864, 0.0171299,0,-0.00833283, 6.61144,10.696, 0, 8.36774, 9.80835, 90.819, 0, 66.1716,1.43904,953.237, 338.471, -2794.19, 511.794
11/01/1994,14.8125,14.8125,14.5,14.5,9.52116,20000,-0.0252101,-0.0252101,0.0171204,-0.0179764, 0.0171204,-0.0073661,-0.0179764, 6.56429,10.6172, -7.39336, 18.1399, 9.67921, 108.959, 0, -108.403,1.00621,929.013, 331.078, -2723.8, 428.45
11/02/1994,14.5,14.625,14.5,14.5625,9.5622,5800,0.0043104,0.0043104,0.0177672,-0.0186555, 0.0177672,0,0.0043104, 6.45957,10.6172, 0, -4.30114, 9.54166, 104.658, 0, -65.8565,1.50602,934.902, 331.078, -2723.8, 442.038
11/03/1994,14.5625,14.625,14.5625,14.5625,9.5622,21800,0,0,0.0174316,-0.0183032, 0.0174316,0,0, 6.51358,10.6172, 0, 0, 9.5622, 104.658, 0, -64.4037,1.45279,936.355, 331.078, -2723.8, 442.038
11/04/1994,14.5,14.625,14.5,14.625,9.60324,11200,0.00429169,0.00429169,0.0173231,-0.0181892, 0.0173231,0,0.00429169, 6.5312,10.6172, 0, -4.28251, 9.5827, 100.375, 0, -21.9279,1.43783,942, 331.078, -2723.8, 455.624
11/07/1994,14.625,14.625,14.5,14.5,9.52116,2600,-0.00854691,-0.00854691,0.0170821,-0.0179362, 0.0170821,0,-0.00854691, 6.57058,10.6172, 0, 8.58364, 9.56211, 108.959, 0, -102.611,1.3951,934.805, 331.078, -2723.8, 428.45
11/08/1994,14.5,14.5,14.25,14.3125,9.39804,65800,-0.0129312,-0.0129312,0.0167547,-0.0175924, 0.0167547,0,-0.0129312, 6.62463,10.6172, 0, 13.0155, 9.4594, 121.974, 0, -224.402,1.32772,921.919, 331.078, -2723.8, 387.688
11/09/1994,14.3125,14.375,14.25,14.3125,9.39804,56600,0,0,0.0165223,-0.0173484, 0.0165223,0,0, 6.66341,10.6172, 0, 0, 9.39804, 121.974, 0, -223.119,1.28277,923.202, 331.078, -2723.8, 387.688
11/10/1994,14.375,14.375,14.0625,14.1875,9.31597,184000,-0.0087331,-0.0087331,0.0163787,-0.0171977, 0.0163787,0,-0.0087331, 6.68753,10.6172, 0, 8.77145, 9.35692, 130.746, 0, -303.938,1.25506,914.087, 331.078, -2723.8, 360.515
11/11/1994,14.1875,14.1875,14.0625,14.125,9.27492,4400,-0.00440566,-0.00440566,0.016336,-0.0171528, 0.016336,0,-0.00440566, 6.69475,10.6172, 0, 4.41539, 9.29542, 135.161, 0, -343.741,1.24031,909.87, 331.078, -2723.8, 346.927
11/14/1994,14.1875,14.1875,14.125,14.125,9.27492,89000,0,0,0.0156884,-0.0164729, 0.0156884,0,0, 6.80539,10.6172, 0, 0, 9.27492, 135.161, 0, -342.599,1.1414,911.012, 331.078, -2723.8, 346.927
11/15/1994,14.125,14.1875,14,14,9.19285,17200,-0.00884934,-0.00884934,0.0155194,-0.0162953, 0.0155194,0,-0.00884934, 6.83473,10.6172, 0, 8.88873, 9.2338, 144.05, 0, -423.564,1.11198,900.666, 331.078, -2723.8, 319.753
11/16/1994,14.0625,14.125,14,14,9.19285,92800,0,0,0.0155042,-0.0162794, 0.0155042,0,0, 6.83738,10.6172, 0, 0, 9.19285, 144.05, 0, -422.459,1.10489,901.771, 331.078, -2723.8, 319.753
11/17/1994,14.0625,14.0625,13.875,13.9375,9.1518,17600,-0.00446478,-0.00446478,0.0154599,-0.0162329, 0.0154599,0,-0.00446478, 6.8451,10.6172, 0, 4.47477, 9.1723, 148.525, 0, -462.407,1.09613,896.863, 331.078, -2723.8, 306.164
11/18/1994,13.9375,13.9375,13.75,13.8125,9.06973,18000,-0.0089684,-0.0089684,0.0154913,-0.0162659, 0.0154913,0,-0.0089684, 6.83962,10.6172, 0, 9.00885, 9.11067, 157.534, 0, -543.39,1.09319,885.397, 331.078, -2723.8, 278.99
11/21/1994,13.8125,13.8125,13.6875,13.8125,9.06973,248800,0,0,0.0156081,-0.0163885, 0.0156081,0,0, 6.81931,10.6172, 0, 0, 9.06973, 157.534, 0, -542.286,1.10475,886.501, 331.078, -2723.8, 278.99
11/22/1994,13.75,13.75,13.625,13.625,8.94661,26800,-0.0135747,-0.0135747,0.0140796,-0.0147835, 0.0140796,0,-0.0135747, 7.09248,10.6172, 0, 13.6677, 9.00796, 171.201, 0, -664.511,0.892842,867.16, 331.078, -2723.8, 238.228
11/23/1994,13.5,13.5,13.3125,13.5,8.86454,43800,-0.00917342,-0.00917342,0.0142654,-0.0149787, 0.0142654,0,-0.00917342, 7.05839,10.6172, 0, 9.21576, 8.90548, 180.417, 0, -745.675,0.906142,853.639, 331.078, -2723.8, 211.056
11/25/1994,13.5,13.625,13.5,13.625,8.9832,101400,0.0133868,0.0133868,0.0118125,-0.0124031, 0.0118125,0.00155595,0.0118125, 7.54059,10.6337, 1.55474, -11.7433, 8.91674, 168.674, 0, -640.414,0.549692,874.817, 332.633, -2737.76, 250.345
11/28/1994,13.625,13.6875,13.5,13.5,8.9008,121200,-0.00917356,-0.00917356,0.0113278,-0.0118942, 0.0113278,0,-0.00917356, 7.63926,10.6337, 0, 9.2159, 8.94191, 177.89, 0, -722.248,0.57371,861.112, 332.633, -2737.76, 222.933
11/29/1994,13.5,13.5625,13.5,13.5,8.9008,5200,0,0,0.0108552,-0.0113979, 0.0108552,0,0, 7.73736,10.6337, 0, 0, 8.9008, 177.89, 0, -721.724,0.524411,861.637, 332.633, -2737.76, 222.933
11/30/1994,13.625,13.8125,13.625,13.75,9.06562,45600,0.0185182,0.0185182,0.0104846,-0.0110088, 0.0104846,0.00795028,0.0104846, 7.87774,10.7183, 7.91884, -10.43, 8.94734, 167.46, 0, -628.123,0.279691,890.004, 340.551, -2809.55, 277.76
12/01/1994,13.625,13.625,13.5625,13.5625,8.942,3800,-0.0136365,-0.0136365,0.0111116,-0.0116672, 0.0111116,-0.0019925,-0.0116672, 7.72956,10.6969, -1.99449, 11.7358, 9.01258, 179.196, 0, -733.418,0.475225,868.949, 338.557, -2791.72, 235.66
12/02/1994,13.625,13.625,13.5,13.5,8.9008,6800,-0.00460792,-0.00460792,0.0112983,-0.0118632, 0.0112983,0,-0.00460792, 7.69076,10.6969, 0, 4.61857, 8.92138, 183.814, 0, -774.052,0.569416,862.039, 338.557, -2791.72, 221.71
12/05/1994,13.625,13.6875,13.375,13.5,8.9008,186400,0,0,0.0109778,-0.0115267, 0.0109778,0,0, 7.75754,10.6969, 0, 0, 8.9008, 183.814, 0, -773.516,0.536331,862.576, 338.557, -2791.72, 221.71
12/06/1994,13.5,13.5,13.3125,13.375,8.81837,6000,-0.00926007,-0.00926007,0.0109179,-0.0114638, 0.0109179,0,-0.00926007, 7.77012,10.6969, 0, 9.30321, 8.85949, 193.117, 0, -855.41,0.528032,847.571, 338.557, -2791.72, 193.805
12/07/1994,13.3125,13.4375,13.3125,13.4375,8.85959,16400,0.00467331,0.00467331,0.0109805,-0.0115296, 0.0109805,0,0.00467331, 7.75697,10.6969, 0, -4.66242, 8.83896, 188.455, 0, -813.666,0.532867,855.966, 338.557, -2791.72, 207.758
12/08/1994,13.4375,13.4375,13.1875,13.1875,8.69476,18600,-0.0186046,-0.0186046,0.0110557,-0.0116085, 0.0110557,-0.00707826,-0.0116085, 7.68644,10.6212, -7.10343, 11.6764, 8.80801, 200.131, 0, -916.177,0.334398,823.915, 331.454, -2729.95, 151.954
12/09/1994,13.25,13.25,12.875,12.875,8.48872,94800,-0.0236966,-0.0236966,0.0100824,-0.0105866, 0.0100824,-0.0132503,-0.0105866, 7.78797,10.4805, -13.3389, 10.643, 8.64861, 210.774, 0, -1008.03,0.195233,781.175, 318.115, -2616.72, 83.6623
12/12/1994,12.8125,12.8125,12.6875,12.6875,8.3651,6600,-0.0145633,-0.0145633,0.00957713,-0.010056, 0.00957713,-0.00455313,-0.010056, 7.86084,10.4327, -4.56352, 10.1069, 8.44593, 220.881, 0, -1093.12,0.266618,754.568, 313.551, -2578.55, 44.3357
12/13/1994,12.75,12.8125,12.75,12.75,8.4063,15000,0.00492582,0.00492582,0.00964162,-0.0101237, 0.00964162,0,0.00492582, 7.84689,10.4327, 0, -4.91373, 8.38567, 215.967, 0, -1051.53,0.38977,763.957, 313.551, -2578.55, 57.2556
12/14/1994,12.8125,13.0625,12.8125,13,8.57114,127600,0.0196084,0.0196084,0.00980434,-0.0102946, 0.00980434,0.00970885,0.00980434, 7.8877,10.534, 9.66202, -9.75659, 8.44741, 206.211, 0, -968.908,0.203996,798.553, 323.213, -2661.36, 108.939
12/15/1994,13,13.0625,13,13,8.57114,29200,0,0,0.0100219,-0.010523, 0.0100219,0,0, 7.84077,10.534, 0, 0, 8.57114, 206.211, 0, -968.478,0.430434,798.983, 323.213, -2661.36, 108.939
12/16/1994,13.125,13.25,13,13.25,8.73596,22400,0.0192304,0.0192304,0.00993733,-0.0104342, 0.00993733,0.00920159,0.00993733, 7.93127,10.631, 9.15951, -9.88828, 8.61362, 196.323, 0, -883.083,0.220825,831.983, 332.373, -2741.38, 162.213
12/19/1994,13.25,13.25,13,13.125,8.65354,55200,-0.00943422,-0.00943422,0.010763,-0.0113012, 0.010763,0,-0.00943422, 7.75469,10.631, 0, 9.47901, 8.69466, 205.802, 0, -964.996,0.503605,815.917, 332.373, -2741.38, 134.82
12/20/1994,13.125,13.1875,13.0625,13.0625,8.61234,18400,-0.00476163,-0.00476163,0.0107362,-0.011273, 0.0107362,0,-0.00476163, 7.76033,10.631, 0, 4.77301, 8.63292, 210.575, 0, -1005.7,0.497539,807.836, 332.373, -2741.38, 121.125
12/21/1994,13.125,13.125,13,13.125,8.65354,24400,0.00478441,0.00478441,0.0106959,-0.0112307, 0.0106959,0,0.00478441, 7.76882,10.631, 0, -4.77301, 8.63292, 205.802, 0, -964.005,0.493812,816.908, 332.373, -2741.38, 134.82
12/22/1994,13,13.375,13,13.375,8.81837,232600,0.0190477,0.0190477,0.0106337,-0.0111654, 0.0106337,0.00832544,0.0106337, 7.84674,10.7195, 8.29098, -10.5776, 8.69943, 195.224, 0, -871.71,0.275865,849.848, 340.664, -2814.49, 189.605
12/23/1994,13.5,13.875,13.5,13.875,9.14804,33400,0.0373836,0.0319011,0.0113449,-0.0119122, 0.0113449,0.0257466,0.0113449, 7.8955,10.9955, 25.4208, -11.281, 8.86826, 183.943, 0, -771.492,0.174556,911.225, 366.084, -3047.04, 301.909
12/27/1994,13.875,14,13.6875,13.6875,9.02442,12200,-0.0135135,-0.0135135,0.0128467,-0.0134891, 0.0128467,-2.47773e-05,-0.0134891, 7.58571,10.9952, -0.0247777, 13.5809, 9.08613, 197.524, 0, -894.141,0.748405,888.396, 366.06, -3046.82, 256.653
12/28/1994,13.6875,13.6875,13.5,13.5,8.9008,5600,-0.0136983,-0.0136983,0.0130433,-0.0136955, 0.0130433,-2.80837e-06,-0.0136955, 7.54651,10.9952, -0.00280838, 13.7902, 8.96241, 211.314, 0, -1016.97,0.762226,863.891, 366.057, -3046.8, 211.401
12/29/1994,13.5,13.875,13.5,13.875,9.14804,54000,0.0277774,0.0277774,0.0132451,-0.0139073, 0.0132451,0.0143423,0.0132451, 7.61428,11.1529, 14.2405, -13.1581, 8.95955, 198.156, 0, -898.704,0.37732,914.033, 380.297, -3177.07, 301.906
12/30/1994,13.875,14.25,13.8125,14.25,9.39528,22000,0.0270269,0.0270269,0.0141948,-0.0149046, 0.0141948,0.0126525,0.0141948, 7.52205,11.294, 12.5731, -14.095, 9.21274, 184.061, 0, -768.359,0.490737,960.944, 392.87, -3295.2, 395.932
01/03/1995,14.25,14.25,13.8125,13.8125,9.10683,81400,-0.0307015,-0.0307015,0.0150431,-0.0157952, 0.0150431,-0.0151455,-0.0157952, 7.24795,11.1229, -15.2614, 15.9213, 9.32079, 199.982, 0, -916.22,0.538382,904.983, 377.609, -3156.21, 282.608
01/04/1995,13.9375,13.9375,13.375,13.5,8.9008,204200,-0.0226242,-0.0226242,0.0160782,-0.0168821, 0.0160782,-0.0058407,-0.0168821, 7.01819,11.0579, -5.85782, 17.0263, 9.02963, 217.008, 0, -1069.09,0.867123,862.454, 371.751, -3104.07, 204.808
01/05/1995,13.5,13.5,13.375,13.4375,8.85959,22800,-0.00463003,-0.00463003,0.0165217,-0.0173478, 0.0165217,0,-0.00463003, 6.94012,11.0579, 0, 4.64079, 8.88017, 221.649, 0, -1109.09,1.212,854.627, 371.751, -3104.07, 189.488
01/06/1995,13.4375,13.5625,13.3125,13.5,8.9008,145200,0.00465157,0.00465157,0.0165369,-0.0173637, 0.0165369,0,0.00465157, 6.93748,11.0579, 0, -4.64079, 8.88017, 217.008, 0, -1066.67,1.21422,864.88, 371.751, -3104.07, 204.808
