Date,Open,High,Low,Close,Adj Close,Volume,Change Percent,Temp Change Percent,Temp std derivation,Low Bound, High Bound,Fat change,Basic changes, Bottom,Top, Fat Position Change, Basic Position Change, Basic Change Price, Position, Offset, Cash,trading profit,Balance, fat_position, fat_cash, fat_balance, orig_position, orig_trade_profit, orig_cash, orig_balance
10/03/2014,88.1,89.94,87.65,88.1,88.1,1.84857e+07,0.0119458,0.0119458,0.026794,-0.026794, 0.026794,0,0.0119458, 62.5933,140.835, 0, 0, 87.5785, 546, 0, -50748,38.9975,-2645.41, 0, 58.2398, 140.835, 469.116, 31.437, -42869, -1539.84
10/06/2014,89.15,89.65,88.06,88.31,88.31,9.2684e+06,0.00238365,0.00238365,0.02604,-0.02604, 0.02604,0,0.00238365, 62.5933,140.835, 0, 0, 88.2049, 546, 0, -50711.1,36.9214,-2493.83, 0, 58.2398, 140.835, 466.736, 29.905, -42629.1, -1411.67
10/07/2014,87.95,89.7,87.06,87.67,87.67,1.27917e+07,-0.0072472,-0.0072472,0.0248339,-0.0248339, 0.0248339,0,-0.0072472, 62.5933,140.835, 0, 0, 87.9894, 546, 0, -50677.8,33.337,-2809.93, 0, 58.2398, 140.835, 474.009, 27.1325, -43242, -1685.57
10/08/2014,88,88.5,87.06,88.3,88.3,1.02526e+07,0.0071861,0.0071861,0.023685,-0.023685, 0.023685,0,0.0071861, 62.5933,140.835, 0, 0, 87.9844, 546, 0, -50647.2,30.5418,-2435.41, 0, 58.2398, 140.835, 466.849, 24.6788, -42587.3, -1364.52
10/09/2014,88.51,90.35,88,88.79,88.79,2.1507e+07,0.00554924,0.00554924,0.0229454,-0.0229454, 0.0229454,0,0.00554924, 62.5933,140.835, 0, -2, 88.5447, 544, 0, -50441.3,28.8231,-2139.54, 0, 58.2398, 140.835, 461.315, 23.309, -42074, -1113.81
10/10/2014,88.25,88.74,85.24,85.88,85.88,1.54314e+07,-0.032774,-0.032774,0.0222071,-0.0222071, 0.0222071,-0.0108069,-0.0222071, 62.5933,140.835, 0, 5, 87.7986, 549, 0, -50854.2,26.1134,-3706.06, 0, 58.2398, 140.835, 494.638, 21.5319, -44962.3, -2482.79
10/13/2014,86.85,86.89,84.92,85.12,85.12,1.4845e+07,-0.00884949,-0.00884949,0.0226735,-0.0226735, 0.0226735,0,-0.00884949, 62.5933,140.835, 0, 11, 85.4992, 560, 0, -51767.7,26.9808,-4100.49, 0, 58.2398, 140.835, 503.527, 21.977, -45700.3, -2840.11
10/14/2014,85.81,85.88,83.22,84.95,84.95,1.55592e+07,-0.00199725,-0.00199725,0.0219189,-0.0219189, 0.0219189,0,-0.00199725, 62.5933,140.835, 0, 2, 85.035, 562, 0, -51912.6,25.1645,-4170.7, 0, 58.2398, 140.835, 505.526, 20.4271, -45849.9, -2905.45
10/15/2014,84.04,86.49,82.81,85.6,85.6,1.68243e+07,0.00765157,0.00765157,0.0212438,-0.0212438, 0.0212438,0,0.00765157, 62.5933,140.835, 0, -9, 85.2744, 553, 0, -51121.3,23.8191,-3784.51, 0, 58.2398, 140.835, 497.904, 19.2422, -45180.7, -2560.1
10/16/2014,84.98,89.175,84.015,88.85,88.85,1.5232e+07,0.0379673,0.0379673,0.0208468,-0.0208468, 0.0208468,0.0167708,0.0208468, 62.5933,140.835, 0, -10, 86.4876, 543, 0, -50232.6,23.8081,-1987.07, 0, 58.2398, 140.835, 460.639, 18.9503, -41911.9, -984.081
10/17/2014,90.4,90.9,87.67,87.91,87.91,1.73607e+07,-0.0105796,-0.0105796,0.0225219,-0.0225219, 0.0225219,0,-0.0105796, 62.5933,140.835, 0, 3, 88.3788, 546, 0, -50470.3,27.4937,-2471.4, 0, 58.2398, 140.835, 471.275, 22.4144, -42829.5, -1399.65
10/20/2014,88,89.5,87.86,88.26,88.26,9.8914e+06,0.00398132,0.00398132,0.0219926,-0.0219926, 0.0219926,0,0.00398132, 62.5933,140.835, 0, 0, 88.0848, 546, 0, -50443.9,26.3211,-2253.98, 0, 58.2398, 140.835, 467.302, 21.3022, -42458.2, -1214.1
10/21/2014,89.1,92.5,88.5,90.9,90.9,2.32438e+07,0.0299116,0.0299116,0.0214907,-0.0214907, 0.0214907,0.0082438,0.0214907, 62.5933,140.835, 0, -17, 89.2033, 529, 0, -48901.6,25.8851,-815.499, 0, 58.2398, 140.835, 437.829, 20.684, -39797.6, 1.07152
10/22/2014,92.25,93.5,91.01,91.63,91.63,2.03645e+07,0.00803075,0.00803075,0.0220965,-0.0220965, 0.0220965,0,0.00803075, 62.5933,140.835, 0, 0, 91.2643, 529, 0, -48874,27.5849,-401.747, 0, 58.2398, 140.835, 429.83, 22.2802, -39045.3, 340.039
10/23/2014,92.92,94.7,92.82,94.45,94.45,2.0641e+07,0.0307759,0.0307759,0.0216748,-0.0216748, 0.0216748,0.00890806,0.0216748, 62.5933,140.835, 0, -36, 92.6177, 493, 0, -45512.4,27.3589,1051.43, 0, 58.2398, 140.835, 399.518, 21.8524, -36203.6, 1530.95
10/24/2014,95.07,98,94.78,95.76,95.76,3.21326e+07,0.0138698,0.0138698,0.0221586,-0.0221586, 0.0221586,0,0.0138698, 62.5933,140.835, 0, -17, 95.1027, 476, 0, -43866.7,28.9905,1715.08, 0, 58.2398, 140.835, 385.744, 23.3479, -34870.2, 2068.62
10/27/2014,97,98.85,96.3,97.79,97.79,2.83024e+07,0.0211988,0.0211988,0.0218566,-0.0218566, 0.0218566,0,0.0211988, 62.5933,140.835, 0, -26, 96.7697, 450, 0, -41321.9,28.8037,2683.63, 0, 58.2398, 140.835, 364.767, 23.114, -32817.1, 2853.39
10/28/2014,99.84,100.67,98.61,99.68,99.68,3.21276e+07,0.0193271,0.0193271,0.0217777,-0.0217777, 0.0217777,0,0.0193271, 62.5933,140.835, 0, -23, 98.7305, 427, 0, -39021.9,29.1486,3541.44, 0, 58.2398, 140.835, 345.624, 23.4123, -30903.8, 3548.03
